zhenji,time,weidu,jingdu,shendu,place
3,2024/5/31 7:24,41,79,16,新疆阿克苏地区柯坪县
4,2024/5/31 1:10,28,101,8,四川凉山州木里县
4,2024/5/30 23:52,24,122,32,台湾花莲县海域
3,2024/5/30 15:31,41,83,20,新疆阿克苏地区沙雅县
3,2024/5/30 11:24,37,82,10,新疆和田地区于田县
5,2024/5/30 9:11,24,122,32,台湾花莲县海域
4,2024/5/30 7:54,24,122,17,台湾花莲县海域
4,2024/5/30 6:45,41,83,20,新疆阿克苏地区沙雅县
3,2024/5/30 6:38,28,101,14,四川凉山州木里县
4,2024/5/29 9:05,41,84,16,新疆阿克苏地区库车市
4,2024/5/28 9:13,30,81,10,西藏阿里地区普兰县
3,2024/5/27 21:53,28,96,10,西藏林芝市察隅县
3,2024/5/27 18:47,28,101,10,四川凉山州木里县
4,2024/5/27 18:39,28,101,8,四川凉山州木里县
5,2024/5/27 18:37,28,101,8,四川凉山州木里县
3,2024/5/27 16:43,28,101,9,四川凉山州木里县
4,2024/5/27 16:25,28,101,9,四川凉山州木里县
5,2024/5/27 11:07,28,101,8,四川凉山州木里县
4,2024/5/27 7:02,31,86,10,西藏日喀则市昂仁县
4,2024/5/27 6:19,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/5/27 1:54,38,75,125,新疆克孜勒苏州阿克陶县
3,2024/5/26 19:10,29,106,15,四川泸州市泸县
3,2024/5/26 6:03,37,77,90,新疆喀什地区叶城县
3,2024/5/25 17:28,41,84,13,新疆阿克苏地区库车市
4,2024/5/25 1:07,24,122,21,台湾花莲县海域
3,2024/5/24 21:15,32,96,9,青海玉树州囊谦县
3,2024/5/24 7:27,42,82,21,新疆阿克苏地区拜城县
3,2024/5/24 5:40,42,82,20,新疆阿克苏地区拜城县
3,2024/5/24 4:17,42,82,18,新疆阿克苏地区拜城县
3,2024/5/24 1:38,42,82,17,新疆阿克苏地区拜城县
4,2024/5/24 0:11,42,82,20,新疆阿克苏地区拜城县
4,2024/5/24 0:05,42,82,20,新疆阿克苏地区拜城县
3,2024/5/23 23:38,42,82,15,新疆阿克苏地区拜城县
3,2024/5/23 23:22,42,82,10,新疆阿克苏地区拜城县
3,2024/5/23 23:07,42,82,22,新疆阿克苏地区拜城县
3,2024/5/23 22:46,42,82,15,新疆阿克苏地区拜城县
5,2024/5/23 22:30,42,82,15,新疆阿克苏地区拜城县
5,2024/5/22 16:00,24,122,10,台湾花莲县海域
3,2024/5/22 12:22,40,83,10,新疆阿克苏地区沙雅县
3,2024/5/22 0:54,27,103,10,云南昭通市巧家县
3,2024/5/21 9:38,30,102,11,四川甘孜州泸定县
3,2024/5/21 7:39,30,102,11,四川甘孜州泸定县
4,2024/5/21 5:26,34,82,10,西藏阿里地区日土县
3,2024/5/21 2:31,41,79,11,新疆阿克苏地区乌什县
3,2024/5/20 15:19,40,77,19,新疆克孜勒苏州阿图什市
5,2024/5/20 13:10,40,77,19,新疆克孜勒苏州阿图什市
4,2024/5/19 8:45,42,79,15,新疆阿克苏地区乌什县
5,2024/5/19 3:38,36,77,10,新疆喀什地区叶城县
4,2024/5/19 3:35,40,114,13,山西大同市阳高县
3,2024/5/18 15:10,41,78,10,新疆克孜勒苏州阿合奇县
3,2024/5/16 15:56,39,97,8,甘肃酒泉市肃北县
3,2024/5/15 8:49,32,104,13,四川德阳市绵竹市
3,2024/5/13 4:11,28,101,11,四川凉山州木里县
3,2024/5/12 14:00,41,84,13,新疆阿克苏地区库车市
3,2024/5/12 13:52,41,84,13,新疆阿克苏地区库车市
3,2024/5/12 2:32,32,118,15,安徽合肥市肥东县
4,2024/5/11 17:44,24,122,17,台湾花莲县海域
4,2024/5/11 15:11,41,84,11,新疆阿克苏地区沙雅县
5,2024/5/11 13:16,24,122,8,台湾花莲县海域
2,2024/5/10 17:21,39,117,13,河北廊坊市大城县
6,2024/5/10 15:45,24,122,10,台湾花莲县海域
4,2024/5/10 9:52,38,75,10,新疆喀什地区塔什库尔干县
5,2024/5/10 9:37,24,122,10,台湾花莲县
5,2024/5/10 9:35,24,122,10,台湾花莲县海域
3,2024/5/9 15:33,33,87,10,西藏那曲市尼玛县
3,2024/5/9 9:42,41,83,14,新疆阿克苏地区库车市
4,2024/5/8 19:31,24,123,20,台湾花莲县海域
3,2024/5/8 18:47,40,77,30,新疆克孜勒苏州阿图什市
4,2024/5/8 16:40,24,122,9,台湾花莲县海域
4,2024/5/8 10:26,44,124,12,吉林松原市长岭县
5,2024/5/6 17:52,24,122,25,台湾花莲县海域
5,2024/5/6 17:45,24,122,20,台湾花莲县海域
3,2024/5/6 8:54,41,84,10,新疆阿克苏地区沙雅县
3,2024/5/2 22:18,41,84,10,新疆阿克苏地区库车市
5,2024/5/2 10:07,23,121,10,台湾台东县海域
3,2024/5/2 7:09,42,82,20,新疆阿克苏地区拜城县
5,2024/5/2 3:17,41,78,10,新疆克孜勒苏州阿合奇县
3,2024/5/1 3:22,31,84,10,西藏日喀则市仲巴县
3,2024/4/30 11:11,41,79,10,新疆克孜勒苏州阿合奇县
3,2024/4/30 10:23,40,84,18,新疆阿克苏地区沙雅县
3,2024/4/30 7:52,33,108,10,陕西汉中市洋县
3,2024/4/29 21:55,28,93,10,西藏山南市隆子县
3,2024/4/29 20:06,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/4/29 1:40,24,122,31,台湾花莲县海域
3,2024/4/28 20:09,41,79,10,新疆阿克苏地区乌什县
4,2024/4/28 19:31,41,79,14,新疆阿克苏地区乌什县
4,2024/4/28 11:43,38,123,30,黄海海域
3,2024/4/27 13:47,31,104,17,四川成都市彭州市
4,2024/4/27 3:13,24,122,25,台湾花莲县海域
5,2024/4/27 2:49,24,122,27,台湾花莲县海域
6,2024/4/27 2:21,24,122,30,台湾花莲县海域
5,2024/4/26 20:28,24,122,10,台湾花莲县
3,2024/4/26 13:48,41,84,20,新疆阿克苏地区库车市
3,2024/4/25 21:00,36,111,16,山西临汾市襄汾县
4,2024/4/25 17:24,41,79,10,新疆克孜勒苏州阿合奇县
3,2024/4/25 13:56,40,84,16,新疆阿克苏地区沙雅县
4,2024/4/25 9:23,24,122,10,台湾花莲县海域
4,2024/4/25 8:19,24,122,9,台湾花莲县海域
5,2024/4/25 2:11,24,122,10,台湾花莲县海域
3,2024/4/24 16:40,49,123,20,内蒙古呼伦贝尔市鄂伦春旗
4,2024/4/24 15:30,24,122,10,台湾花莲县海域
4,2024/4/24 13:05,25,100,10,云南大理州巍山县
4,2024/4/24 13:01,24,122,10,台湾花莲县海域
4,2024/4/24 0:02,24,122,14,台湾花莲县海域
3,2024/4/23 21:54,29,104,10,四川宜宾市屏山县
4,2024/4/23 20:40,24,122,8,台湾花莲县海域
3,2024/4/23 20:26,41,79,10,新疆克孜勒苏州阿合奇县
4,2024/4/23 13:08,24,122,10,台湾花莲县
4,2024/4/23 10:27,24,122,10,台湾花莲县
4,2024/4/23 10:23,24,122,10,台湾花莲县
5,2024/4/23 10:21,24,122,10,台湾花莲县海域
5,2024/4/23 9:45,24,122,10,台湾花莲县海域
6,2024/4/23 8:04,24,122,10,台湾花莲县
5,2024/4/23 5:31,24,122,10,台湾花莲县海域
5,2024/4/23 5:24,24,121,10,台湾花莲县
5,2024/4/23 5:19,24,122,10,台湾花莲县海域
5,2024/4/23 5:14,24,122,10,台湾花莲县
4,2024/4/23 5:11,24,122,10,台湾花莲县
5,2024/4/23 5:04,24,122,10,台湾花莲县
5,2024/4/23 4:52,24,121,8,台湾花莲县
6,2024/4/23 4:49,24,122,10,台湾花莲县海域
5,2024/4/23 4:03,24,122,10,台湾花莲县海域
5,2024/4/23 3:34,24,122,10,台湾花莲县海域
5,2024/4/23 3:19,24,122,10,台湾花莲县
6,2024/4/23 2:32,24,122,10,台湾花莲县
6,2024/4/23 2:26,24,122,10,台湾花莲县海域
4,2024/4/23 1:40,24,122,10,台湾花莲县
4,2024/4/23 0:33,24,122,12,台湾花莲县海域
6,2024/4/22 22:11,24,121,9,台湾花莲县
4,2024/4/22 21:42,24,122,10,台湾花莲县海域
5,2024/4/22 21:13,24,122,10,台湾花莲县
4,2024/4/22 21:08,42,83,15,新疆阿克苏地区拜城县
4,2024/4/22 21:00,24,122,10,台湾花莲县海域
5,2024/4/22 19:45,24,122,10,台湾花莲县海域
5,2024/4/22 19:44,24,122,10,台湾花莲县海域
5,2024/4/22 19:34,24,122,10,台湾花莲县
5,2024/4/22 19:25,24,121,10,台湾花莲县
5,2024/4/22 19:25,24,122,10,台湾花莲县
4,2024/4/22 19:22,24,122,10,台湾花莲县海域
5,2024/4/22 19:13,24,122,11,台湾花莲县海域
4,2024/4/22 19:10,24,122,8,台湾花莲县海域
6,2024/4/22 18:50,24,122,10,台湾花莲县
5,2024/4/22 18:49,24,122,10,台湾花莲县海域
5,2024/4/22 18:46,24,122,10,台湾花莲县海域
5,2024/4/22 17:52,24,122,9,台湾花莲县海域
5,2024/4/22 17:17,24,121,10,台湾花莲县
5,2024/4/22 17:15,24,121,10,台湾花莲县
5,2024/4/22 17:12,24,122,8,台湾花莲县
5,2024/4/22 17:08,24,122,10,台湾花莲县海域
3,2024/4/22 6:43,44,87,25,新疆乌鲁木齐市乌鲁木齐县（有感）
3,2024/4/22 6:12,44,87,21,新疆乌鲁木齐市乌鲁木齐县（有感）
3,2024/4/22 0:38,41,79,10,新疆阿克苏地区乌什县
5,2024/4/22 0:35,24,122,9,台湾花莲县
4,2024/4/21 15:20,40,74,11,新疆克孜勒苏州乌恰县
3,2024/4/21 11:47,39,75,10,新疆克孜勒苏州阿克陶县
5,2024/4/21 10:40,23,122,20,台湾花莲县海域
3,2024/4/21 10:09,38,76,100,新疆喀什地区塔什库尔干县
4,2024/4/20 9:44,34,82,10,西藏阿里地区日土县
4,2024/4/19 22:25,24,122,18,台湾宜兰县海域
4,2024/4/19 13:27,42,82,9,新疆阿克苏地区拜城县
3,2024/4/19 7:55,28,102,14,四川凉山州冕宁县
4,2024/4/19 5:54,25,100,10,云南大理州巍山县
3,2024/4/19 1:52,34,82,10,西藏阿里地区日土县
4,2024/4/19 1:44,34,82,10,西藏阿里地区日土县
5,2024/4/19 1:40,33,82,10,西藏阿里地区日土县
3,2024/4/18 23:33,38,76,135,新疆克孜勒苏州阿克陶县
3,2024/4/18 15:43,34,82,10,西藏阿里地区日土县
3,2024/4/18 10:13,34,85,10,西藏阿里地区改则县
3,2024/4/18 8:23,41,79,10,新疆阿克苏地区乌什县
4,2024/4/17 20:21,34,82,10,西藏阿里地区日土县
5,2024/4/17 17:17,24,122,23,台湾花莲县海域
5,2024/4/17 12:22,42,83,17,新疆阿克苏地区拜城县
3,2024/4/17 9:19,41,84,11,新疆阿克苏地区库车市
4,2024/4/17 6:47,45,125,10,吉林松原市宁江区
4,2024/4/17 2:59,24,122,18,台湾花莲县海域
3,2024/4/16 20:00,37,85,10,新疆巴音郭楞州且末县
3,2024/4/15 9:49,36,120,8,山东青岛市黄岛区
3,2024/4/14 11:04,34,82,10,西藏阿里地区日土县
4,2024/4/13 22:26,24,122,9,台湾花莲县
4,2024/4/13 20:38,24,122,8,台湾花莲县海域
3,2024/4/13 18:26,29,105,10,四川宜宾市南溪区
5,2024/4/13 13:44,34,82,10,西藏阿里地区日土县
4,2024/4/13 2:44,23,120,10,台湾嘉义县
5,2024/4/12 16:13,41,79,10,新疆克孜勒苏州阿合奇县
4,2024/4/12 13:04,33,82,10,西藏阿里地区日土县
3,2024/4/12 9:25,45,93,12,新疆哈密市巴里坤县
3,2024/4/11 8:42,42,83,18,新疆阿克苏地区拜城县
5,2024/4/11 2:53,42,83,13,新疆阿克苏地区拜城县
4,2024/4/11 0:55,24,122,12,台湾花莲县海域
6,2024/4/10 22:56,42,83,16,新疆阿克苏地区拜城县
5,2024/4/10 18:57,42,82,20,新疆阿克苏地区拜城县
5,2024/4/9 22:07,28,100,10,云南迪庆州香格里拉市
4,2024/4/9 17:22,40,98,11,甘肃张掖市肃南县
3,2024/4/9 15:06,42,82,19,新疆阿克苏地区拜城县
4,2024/4/9 12:10,42,83,18,新疆阿克苏地区库车市
4,2024/4/9 6:14,24,122,21,台湾花莲县海域
5,2024/4/9 2:02,24,122,28,台湾花莲县海域
5,2024/4/8 13:09,24,122,23,台湾花莲县海域
3,2024/4/8 7:20,42,82,20,新疆阿克苏地区拜城县
4,2024/4/8 7:16,42,82,17,新疆阿克苏地区拜城县
3,2024/4/8 7:15,42,82,20,新疆阿克苏地区拜城县
4,2024/4/8 6:49,24,122,25,台湾花莲县海域
5,2024/4/8 4:47,42,82,18,新疆阿克苏地区拜城县
4,2024/4/7 22:20,42,82,17,新疆阿克苏地区拜城县
4,2024/4/7 19:03,42,82,18,新疆阿克苏地区拜城县
3,2024/4/7 18:22,42,82,15,新疆阿克苏地区拜城县
5,2024/4/7 18:01,24,122,20,台湾花莲县海域
3,2024/4/7 17:48,42,82,17,新疆阿克苏地区拜城县
3,2024/4/7 17:45,42,82,17,新疆阿克苏地区拜城县
3,2024/4/7 16:53,42,82,15,新疆阿克苏地区拜城县
5,2024/4/7 16:46,42,82,17,新疆阿克苏地区拜城县
4,2024/4/7 16:44,42,82,22,新疆阿克苏地区拜城县
4,2024/4/7 5:15,24,122,17,台湾花莲县海域
5,2024/4/6 23:53,24,122,23,台湾花莲县海域
5,2024/4/6 18:47,24,122,25,台湾花莲县海域
5,2024/4/6 11:52,24,122,10,台湾花莲县海域
3,2024/4/6 11:12,32,105,18,四川绵阳市江油市
5,2024/4/6 10:29,27,103,10,云南昭通市鲁甸县
3,2024/4/6 9:48,41,79,12,新疆克孜勒苏州阿合奇县
4,2024/4/6 9:37,24,122,13,台湾花莲县海域
5,2024/4/6 4:26,24,122,21,台湾花莲县海域
4,2024/4/5 17:04,24,122,20,台湾花莲县海域
4,2024/4/5 15:03,41,84,13,新疆巴音郭楞州尉犁县
5,2024/4/5 14:12,24,122,8,台湾花莲县海域
5,2024/4/5 12:50,24,122,22,台湾花莲县海域
5,2024/4/5 2:35,24,122,26,台湾花莲县海域
5,2024/4/4 22:30,24,122,13,台湾花莲县海域
4,2024/4/4 13:00,24,122,23,台湾花莲县海域
3,2024/4/4 11:52,41,79,10,新疆阿克苏地区乌什县
4,2024/4/4 9:29,24,121,8,台湾花莲县
6,2024/4/4 8:39,38,91,10,青海海西州茫崖市
4,2024/4/4 6:46,24,122,20,台湾花莲县海域
4,2024/4/4 5:56,24,122,17,台湾花莲县海域
4,2024/4/4 3:46,24,122,10,台湾花莲县海域
5,2024/4/4 2:29,24,122,14,台湾花莲县海域
4,2024/4/3 23:42,24,122,10,台湾花莲县
4,2024/4/3 23:39,24,122,20,台湾花莲县海域
4,2024/4/3 22:49,24,122,19,台湾花莲县海域
4,2024/4/3 12:08,24,122,15,台湾花莲县海域
5,2024/4/3 11:57,24,122,19,台湾花莲县海域
5,2024/4/3 11:45,24,122,15,台湾花莲县海域
4,2024/4/3 11:35,24,122,10,台湾花莲县海域
4,2024/4/3 11:20,24,122,10,台湾花莲县海域
4,2024/4/3 10:38,24,122,10,台湾花莲县海域
5,2024/4/3 10:28,24,122,10,台湾花莲县海域
6,2024/4/3 10:14,24,122,10,台湾花莲县海域
4,2024/4/3 10:13,24,122,10,台湾花莲县海域
5,2024/4/3 9:53,24,122,10,台湾花莲县
5,2024/4/3 9:49,24,122,12,台湾花莲县海域
6,2024/4/3 9:39,24,122,10,台湾花莲县海域
4,2024/4/3 9:19,24,122,10,台湾花莲县海域
4,2024/4/3 9:17,24,122,11,台湾花莲县海域
5,2024/4/3 9:09,24,122,10,台湾花莲县海域
4,2024/4/3 9:07,24,122,9,台湾花莲县海域
4,2024/4/3 8:54,24,122,27,台湾花莲县海域
5,2024/4/3 8:50,24,122,11,台湾花莲县海域
6,2024/4/3 8:46,24,122,10,台湾花莲县海域
5,2024/4/3 8:43,24,122,10,台湾花莲县
6,2024/4/3 8:35,24,122,10,台湾花莲县
6,2024/4/3 8:11,24,122,10,台湾花莲县海域
7,2024/4/3 7:58,24,122,12,台湾花莲县海域
4,2024/4/3 3:26,23,120,8,台湾嘉义县
3,2024/4/2 20:06,32,104,18,四川阿坝州茂县
3,2024/4/2 12:24,32,104,15,四川阿坝州茂县
4,2024/4/1 6:55,44,82,21,新疆博尔塔拉州精河县
3,2024/3/31 15:56,29,96,10,西藏林芝市察隅县
3,2024/3/31 15:38,41,83,20,新疆阿克苏地区库车市
4,2024/3/31 5:52,41,84,15,新疆巴音郭楞州尉犁县
3,2024/3/30 19:46,40,83,11,新疆阿克苏地区沙雅县
3,2024/3/30 19:39,40,83,16,新疆阿克苏地区沙雅县
4,2024/3/30 19:21,40,83,15,新疆阿克苏地区沙雅县
3,2024/3/30 19:20,40,83,14,新疆阿克苏地区沙雅县
3,2024/3/30 18:38,40,83,15,新疆阿克苏地区沙雅县
4,2024/3/30 3:26,33,89,10,西藏那曲市双湖县
3,2024/3/28 13:42,29,96,10,西藏林芝市墨脱县
3,2024/3/28 8:40,33,83,10,西藏阿里地区革吉县
4,2024/3/27 18:36,32,101,15,四川阿坝州壤塘县
3,2024/3/27 15:07,41,83,12,新疆阿克苏地区库车市
3,2024/3/27 8:20,41,84,15,新疆巴音郭楞州尉犁县
5,2024/3/26 2:33,36,92,8,青海玉树州治多县
3,2024/3/25 23:18,41,84,14,新疆巴音郭楞州尉犁县
3,2024/3/25 23:03,41,84,16,新疆巴音郭楞州尉犁县
3,2024/3/25 16:02,31,97,10,西藏昌都市卡若区
3,2024/3/25 11:37,41,84,15,新疆阿克苏地区库车市
3,2024/3/23 11:45,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/3/23 9:41,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/3/23 5:03,41,79,10,新疆克孜勒苏州阿合奇县
4,2024/3/22 6:24,34,93,9,青海玉树州杂多县
3,2024/3/22 5:06,42,89,21,新疆吐鲁番市托克逊县
3,2024/3/21 18:57,28,103,15,四川凉山州昭觉县
5,2024/3/21 18:49,24,122,20,台湾花莲县
4,2024/3/21 0:58,34,86,10,西藏那曲市尼玛县
3,2024/3/20 13:08,43,114,15,内蒙古锡林郭勒盟苏尼特左旗
3,2024/3/20 11:51,28,105,8,四川宜宾市长宁县
4,2024/3/19 19:20,24,122,10,台湾花莲县海域
3,2024/3/19 16:18,30,105,13,四川内江市资中县
4,2024/3/19 11:03,35,120,10,江苏盐城市滨海县海域
4,2024/3/18 9:24,33,93,10,青海玉树州杂多县
4,2024/3/18 6:05,34,93,10,青海玉树州杂多县
4,2024/3/17 11:50,41,122,10,辽宁营口市大石桥市
3,2024/3/17 6:03,38,101,9,青海海北州门源县
4,2024/3/16 3:49,42,84,13,新疆阿克苏地区库车市
3,2024/3/15 18:33,28,105,10,四川宜宾市长宁县
3,2024/3/15 10:47,41,79,10,新疆克孜勒苏州阿合奇县
3,2024/3/15 4:13,41,79,10,新疆阿克苏地区乌什县
5,2024/3/14 16:36,42,82,17,新疆阿克苏地区拜城县
4,2024/3/14 16:27,39,97,9,青海海西州天峻县
3,2024/3/14 13:41,39,92,9,青海海西州茫崖市
3,2024/3/14 3:19,29,105,9,四川泸州市泸县
3,2024/3/14 2:11,42,82,10,新疆阿克苏地区拜城县
4,2024/3/13 14:49,39,74,10,新疆克孜勒苏州阿克陶县
3,2024/3/11 21:35,41,78,10,新疆克孜勒苏州阿合奇县
3,2024/3/10 10:07,35,81,10,新疆和田地区策勒县
4,2024/3/9 20:35,41,79,10,新疆阿克苏地区乌什县
4,2024/3/9 13:17,32,93,10,西藏那曲市比如县
3,2024/3/9 8:28,34,93,10,青海玉树州杂多县
4,2024/3/7 18:09,34,93,10,青海玉树州杂多县
6,2024/3/7 18:06,34,93,10,青海玉树州杂多县
4,2024/3/7 1:37,40,77,18,新疆克孜勒苏州阿图什市
3,2024/3/7 1:22,41,83,18,新疆阿克苏地区库车市
3,2024/3/6 21:19,41,79,11,新疆阿克苏地区乌什县
5,2024/3/6 8:09,41,79,10,新疆阿克苏地区乌什县
5,2024/3/5 10:07,34,93,10,青海玉树州杂多县
3,2024/3/5 9:29,41,79,12,新疆阿克苏地区乌什县
3,2024/3/5 7:44,44,82,18,新疆伊犁州伊宁县
3,2024/3/4 21:28,41,123,10,辽宁鞍山市海城市
4,2024/3/4 15:54,41,79,10,新疆克孜勒苏州阿合奇县
3,2024/3/4 14:45,41,78,13,新疆克孜勒苏州阿合奇县
4,2024/3/4 14:32,39,98,10,甘肃张掖市肃南县
4,2024/3/4 11:50,42,81,18,新疆阿克苏地区拜城县
3,2024/3/4 8:06,34,85,10,西藏阿里地区改则县
3,2024/3/3 18:07,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/3/3 17:24,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/2/29 13:26,24,120,20,台湾嘉义县
3,2024/2/29 11:48,41,79,12,新疆阿克苏地区乌什县
3,2024/2/28 21:23,29,103,15,四川雅安市汉源县
3,2024/2/28 18:21,41,84,10,新疆阿克苏地区库车市
3,2024/2/28 18:14,41,84,11,新疆阿克苏地区库车市
3,2024/2/28 9:17,41,79,10,新疆阿克苏地区乌什县
3,2024/2/27 22:17,41,78,10,新疆克孜勒苏州阿合奇县
3,2024/2/27 1:55,41,79,10,新疆阿克苏地区乌什县
3,2024/2/27 1:46,41,79,10,新疆阿克苏地区乌什县
3,2024/2/26 22:20,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/2/26 20:28,41,79,10,新疆阿克苏地区乌什县
4,2024/2/26 19:29,30,88,15,西藏日喀则市谢通门县
3,2024/2/26 12:02,37,77,90,新疆喀什地区叶城县
4,2024/2/26 9:28,41,78,12,新疆克孜勒苏州阿合奇县
5,2024/2/25 21:48,25,122,10,台湾宜兰县海域
6,2024/2/25 12:14,41,78,11,新疆克孜勒苏州阿合奇县
3,2024/2/25 3:44,41,79,10,新疆克孜勒苏州阿合奇县
3,2024/2/24 18:50,39,75,34,新疆克孜勒苏州阿克陶县
4,2024/2/24 18:13,32,118,15,安徽合肥市肥东县
4,2024/2/24 12:37,24,122,19,台湾花莲县海域
5,2024/2/24 6:58,41,79,10,新疆克孜勒苏州阿合奇县
4,2024/2/23 18:33,41,79,10,新疆克孜勒苏州阿合奇县
4,2024/2/23 12:08,41,79,12,新疆阿克苏地区乌什县
3,2024/2/22 19:08,41,79,15,新疆阿克苏地区乌什县
3,2024/2/22 16:40,41,79,12,新疆阿克苏地区乌什县
4,2024/2/22 2:26,41,79,10,新疆阿克苏地区乌什县
4,2024/2/21 15:03,40,78,10,新疆克孜勒苏州阿图什市
4,2024/2/20 22:18,24,122,11,台湾花莲县海域
5,2024/2/20 18:58,43,94,12,新疆新星市
3,2024/2/20 17:52,40,112,15,山西朔州市右玉县
4,2024/2/19 11:08,42,84,10,新疆阿克苏地区库车市
3,2024/2/19 0:49,41,79,12,新疆克孜勒苏州阿合奇县
4,2024/2/18 16:59,41,79,10,新疆阿克苏地区乌什县
4,2024/2/18 2:59,34,92,9,青海海西州唐古拉地区
3,2024/2/17 15:49,41,79,10,新疆阿克苏地区乌什县
4,2024/2/16 23:38,37,77,129,新疆喀什地区叶城县
3,2024/2/15 20:17,41,79,15,新疆阿克苏地区乌什县
3,2024/2/15 14:28,41,79,10,新疆阿克苏地区乌什县
4,2024/2/15 14:02,25,107,10,广西河池市天峨县
3,2024/2/15 12:32,41,78,10,新疆克孜勒苏州阿合奇县
5,2024/2/15 11:52,41,79,10,新疆阿克苏地区乌什县
4,2024/2/15 11:41,41,78,15,新疆克孜勒苏州阿合奇县
3,2024/2/15 7:57,41,84,16,新疆巴音郭楞州尉犁县
3,2024/2/14 15:30,41,79,10,新疆阿克苏地区乌什县
3,2024/2/14 4:06,41,78,10,新疆克孜勒苏州阿合奇县
4,2024/2/14 3:10,40,78,24,新疆喀什地区伽师县
3,2024/2/13 2:10,39,97,10,甘肃酒泉市肃北县
